a,b,c,d,exp
500.08,374.19,167.92,824.68,279101.8128
957.36,912.87,372.74,903.22,1056376.497
610.38,499.61,983.3,391.46,1339834.094
302.89,914.16,563.35,207.21,409312.7846
885.85,740.86,906.46,465.63,1606865.584
545.89,753.45,105.05,472.12,309503.5146
497.06,873.41,278.76,685.01,325460.7912
882.37,206.91,909,966.52,1605824.337
887.11,877.57,381.89,645.5,933449.6242
160.25,849.61,737.97,301.03,570580.8134
313.18,129.01,442.67,935.2,294973.6413
534.24,676.03,105.95,973.5,297611.2801
390.79,867.75,766.28,980.48,740882.3425
931.15,397.24,445.84,509.34,1066322.968
189.65,667.91,803.48,638.17,682185.4029
397.41,191.74,211.41,305.22,202934.1162
598.68,694.75,891.9,343.77,1154247.122
266.85,867.25,317.41,812.88,172770.9106
781.32,499.79,623.81,593.45,1000193.309
973.2,545.53,516.44,518.9,1214347.414
426.95,550.97,593,686.31,534621.6125
859.28,553.51,681.26,232.11,1202709.416
273.14,936.89,100.27,547.69,85207.2225
616.43,616.72,162.36,864.42,407211.1345
441.82,113.86,200.23,175.41,235472.3753
531.4,858.61,574.11,849.87,612838.1221
790.77,494.19,950.95,700.36,1530323.455
141.94,566.25,549.58,333.61,322518.75
338.96,656.94,136.91,224.16,133862.3897
285.15,416.91,568.79,522.02,405354.6066
807.43,189.2,573.72,410.34,981508.1833
403.66,305.24,533.46,148.62,447669.5872
796.26,567.36,159.72,407.46,659947.926
846.24,850.64,923.14,512.42,1568822.017
578.37,320.48,163.77,448.85,361781.3198
844.85,803.22,981.68,976.36,1678443.505
617.65,150.02,403.84,435.81,545014.0781
298.3,111.85,495.29,541.45,334836.5241
424.12,936.87,974.08,265.85,1128975.471
401,763.37,677.06,119.33,619330.5736
726.54,623.6,445.9,477.5,727164.6816
571.28,722.55,119.72,383.44,341077.1568
317.27,326.5,133.13,543.97,118927.8198
159.48,795.66,124.44,217.61,41136.794
246.02,814.23,510.14,708.64,321477.3
659.18,363.95,750.53,802.45,998616.0033
324.22,299.29,579.12,493.98,440992.5628
646.94,448.25,507.42,300.64,676307.06
834.97,339.72,441.6,282.83,892468.2909
508.33,431.97,119.58,161.73,272860.4953
771.75,306.14,876.73,897.96,1365151.515
411.4,336.36,499.74,207.8,419197.8276
599.24,564.47,695.28,708.73,843211.586
429.93,746.29,748.3,616.82,745409.5149
658.74,733.54,327.66,202.85,541502.3132
345.5,308.81,483.94,759.55,354327.7236
984.44,791.76,679,549.57,1430712.684
975.67,835.63,807.3,565.72,1604230.959
649.43,384.78,587.36,564.81,767315.9045
874.66,359.16,150.84,127.54,787910.3612
585.25,554.36,622.43,742.86,730679.5274
416.26,670.62,315.96,988.07,274091.1792
256.01,180.59,524.58,123.96,340849.2565
674.3,629.28,738.24,215.83,999894.6176
743.66,983.54,105.37,826.25,564959.2825
196.12,658.41,963.7,208.57,967389.3144
139.73,245.61,439.28,577.92,213069.3113
661.27,243.24,412.57,303.98,607795.9978
134.97,761.08,754.24,142.69,587237.5685
425.1,482.58,171.54,118.23,210254.2116
894.6,777.26,689.43,583.6,1276206.485
425.11,919.51,840.68,736.9,888198.2745
371.47,853.89,154.83,230.02,162192.3098
553.42,194.35,518.22,478.42,575304.0848
896.63,150.48,811.75,635.77,1463519.189
788.27,424.28,363.18,657.67,753926.9753
266.45,287.96,476.32,821.91,298698.2549
103.51,492.23,362.29,677.75,142646.1142
586.23,254.04,978.56,497.75,1301743.037
742.5,723.45,576.7,548.16,884437.3
254.49,464.69,705.31,495.57,562722.9262
652.72,928.9,708.88,318.73,928872.9828
316.25,103.9,613.27,933.65,477047.8054
215.25,560.01,581.31,737.49,384991.3686
282.42,169.08,288.44,775.81,163734.5
527.42,181.29,442.27,718.23,474492.8393
959.52,751.58,901.92,379.61,1734517.927
494.09,413.11,230.01,368.4,297397.9282
688.24,634.27,416.33,570.8,647575.7665
864.97,740.65,121.81,614.99,763625.767
577.83,618.82,914.13,802.4,1170323.566
107.24,648.15,563.42,660.69,329603.204
550.83,1000,556.77,363.81,613770.3318
969.59,291.34,977.7,971.01,1896973.068
248.97,147.97,659.94,105.7,497612.5645
304.38,110.76,330.43,526.62,202357.7893
285.39,936.12,377.48,894.82,224833.4225
655.04,349.64,191.37,479.58,466179.4585
502.64,897.22,829.98,165.19,941678.96
430.29,122.79,180.08,307.43,217885.7205
223.36,849.63,354.05,703.64,175944.7321
279.75,117.21,140.28,754.88,98693.4209
218.21,598.54,323.74,787.7,153210.8917
875.87,910.61,360.74,632.19,897913.7945
915.18,163.88,711.57,571.56,1344457.857
505.01,958.62,986.11,585.15,1228033.182
718.43,988.38,281.61,416.6,595862.457
328.18,532.11,105.18,547.67,119312.6148
154.24,324.63,468.7,703.71,244173.3776
137.06,346.18,651.23,398.57,443284.5265
279.16,559.83,704.43,804.72,574956.6505
448.89,833.39,667.94,290.41,647936.4857
162.66,470.81,507.05,569.03,284127.0081
613.75,287.13,770.83,241.18,971109.1314
902.94,555.03,160.3,276.47,841273.2036
380.45,846.52,548.77,815.96,446706.6754
515.53,853.66,734.93,838.9,806732.1858
748.19,148.37,678.14,758.95,1020421.086
965.51,449.01,747.29,695.26,1491347.164
924.13,887.3,231.9,461.66,908255.5269
452.33,116.62,243.42,800.22,264655.9453
164.75,954.92,954.52,416.34,938667.3329
419.62,994.22,780.25,808.25,785679.2569
512.08,233.92,688.94,113.11,736977.36
859.95,761.23,639.02,686.07,1148546.633
364.91,989.45,545.98,901.5,432154.9685
715.96,137.75,742.71,630.31,1064847.176
926.09,720.84,739.16,320.18,1404320.374
404.92,783.73,156.04,303.54,188612.228
298.67,547.98,677.3,650,548589.0589
534.66,651.51,218.26,912.96,334411.7032
184.4,745.77,158.13,235.87,59244.3269
588.25,780.12,690.59,241.32,823193.9306
360.2,678.12,495.45,878.86,376093.6025
552.57,438.55,822.49,560.08,982383.485
198.34,864.72,990.83,891.1,1021973.945
788.03,713.74,699.77,852.29,1111521.624
678.78,899.47,863.28,494.86,1206489.507
725.42,241.19,662.36,272.25,965227.196
534.02,106.49,460.27,498.85,497524.6833
756.18,215.99,193.46,615.48,609850.444
129.16,530.54,298.91,495.67,106525.1637
648.55,258.66,753.73,612.92,989338.9354
747.49,638.8,589.95,689.89,907472.1926
676.89,385.79,593.29,779.04,810952.1362
233.83,576.07,308.42,465.88,150265.2453
569.28,598.89,818.32,716.15,994443.4908
119.8,460.66,513.24,972.36,278739.6976
100.07,268.64,211.33,433.72,55108.0938
396.61,179.92,684.68,381.35,626467.5445
168.34,356.99,475.67,612.95,255213.2545
193.11,814.75,825.13,338.66,718469.649
984.56,529.9,460.58,103.96,1181596.29
627.62,285.67,187.12,654.77,429575.5288
189.29,990.26,884.95,647.92,819615.1266
502.52,818.17,905.51,346.58,1072821.291
900.1,836.4,276.22,329.01,886806.5084
465.32,911.95,917.83,675.19,1059609.801
855.01,569.69,743.99,537.53,1285100.75
969.84,890.48,715.86,287.34,1453332.505
461.9,903.07,828.46,901.19,900598.7716
258.05,964.82,259.81,356.06,134447.0986
145.3,560.94,408.57,758.26,188799.7949
186.97,925.42,425.57,573.36,216640.9658
561.35,679.12,396.32,607.04,472790.4049
162.9,244.86,678.45,640.48,487471.2925
478.92,907.5,137.13,822.62,248991.6233
148.7,642.76,298.04,392.19,111331.7216
824.55,385.87,798.83,530.14,1318542.211
555.15,245.76,531.79,636.41,591628.5366
199.53,408.36,572.56,992.57,368629.7445
894.06,771.34,817.76,531.42,1468606.121
905.86,496.22,823.58,415.2,1499281.556
830.16,873.94,895.84,207.59,1491902.521
797.56,967.36,905.3,760.8,1456430.844
111.07,125.11,916.87,998.41,853985.5518
851.88,708.94,184.35,322.21,760006.6669
191.24,640.37,536.95,821.78,325709.8201
293.15,678.71,132.28,165.41,103600.3309
177.39,183.92,778.38,975.3,638317.9365
313.1,289.41,137.45,576.63,117500.7425
898.46,317.26,223.39,935.55,858069.0137
853.48,258.66,358.71,507.93,857608.9045
201.83,573.12,241.47,936.92,99980.0298
430.92,870.73,227.76,938.85,238505.514
672.09,534.49,757.91,593.65,1026726.186
748.03,312.66,396.22,394.36,716933.5293
854.21,686.53,114.39,708.74,743468.5362
115.81,654.79,808.17,310.87,666861.575
594.06,854.03,728.64,797.19,884620.7232
199.33,470.95,555.91,623.49,349391.867
152.8,162.94,225,953.86,74926.7
748.6,143.18,367.56,278.6,695780.9136
741.46,422.54,821.59,894.61,1225667.67
201.13,531.53,578.16,892.91,375615.1725
671.89,480.46,712.49,511.48,959589.6522
385.45,713.6,489.75,963.87,389390.635
689.64,578.82,486.42,266.81,712474.556
916.87,520.37,350.07,814.36,964013.9618
360.26,675.27,342.54,397.29,247518.2092
411.68,375.94,821.96,779.46,845878.124
105.63,512.75,228.02,136.53,63287.3473
182.53,810.59,924.05,568.36,887753.9634
338.17,361.63,600.17,265.13,474828.1078
474.02,745.03,806.79,397.55,876002.6145
355.25,406.96,967.81,494.85,1063353.609
199.14,192.28,758.15,385.9,614834.0621
942.34,595.37,390.56,870.03,1041411.819
309.42,385.95,692.28,566.12,575558.4548
631.12,308.54,580.64,153.68,735608.944
158.13,846.01,771.51,365.37,620598.147
687.86,882.81,882.17,617,1251992.289
713.42,475.8,608.43,481.64,879636.8013
193.66,536.26,420.08,800.47,214771.872
913.33,401.08,168.21,683.98,863150.273
930.3,673.2,408.26,183.19,1032317.508
260.15,385.4,228.09,446.87,120149.9406
360.28,252.43,292.34,855.77,216120.124
280.23,672.65,955.47,393.3,991845.0738
309.55,673.83,690.27,991.1,573284.9754
110.61,552.64,831.92,309.51,704634.9685
341.97,651.24,191.68,640.38,154325.0833
203.05,564.56,154.82,659.37,65857.9049
470.95,870.7,744.84,400.23,776980.7581
536.16,451.05,716.39,315.55,800997.7277
937.35,280.36,898.67,308.86,1686541.651
922.49,125.38,603.65,827.58,1216208.703
381.37,451.35,508.22,579.42,404310.0653
489.31,770.94,198.6,130.51,278996.7461
618.33,203.57,163.75,386.14,409532.1914
982.68,528.14,352.42,651.45,1090511.289
847.44,208.01,501.47,866.43,970493.1445
897.88,763.7,591.43,588.46,1156566.399
964.9,469.67,480.82,476.92,1162696.802
990.14,489.15,874.56,744.44,1745976.853
922.11,405.03,976.63,998.58,1805091.589
651.64,859.37,600.63,589.24,785980.3265
755.28,119.8,527.16,772.97,849118.514
924.26,290.18,948.47,984.84,1754836.729
950.47,680.56,852.94,203.78,1631103.645
295.08,544.16,757.91,170.11,661669.8845
813.42,682.02,361.41,189.32,792458.6045
724.25,260.13,974.12,314.2,1473762.037
725.5,569.58,403.87,278.02,689739.2469
686.11,507.53,925.15,772.98,1327422.435
831.45,927.81,997.9,647.31,1687760.823
192.63,535.55,960.01,492.39,959217.907
974.62,748.68,585.44,511.13,1293135.268
718.34,333.39,409.62,483.9,684284.8
876.64,125.34,508.87,549.38,1027995.747
425.61,208.09,796.74,530.41,816468.9097
274.41,738.67,831.34,421.46,766848.5037
190.04,162.91,907.55,613.86,860376.0641
535.68,202.88,799.34,426.55,926324.048
886.7,304.68,659.33,458.44,1221411.379
350.44,831.43,198.78,262.59,162584.272
623.99,712.62,603.1,719.38,753812.5101
412.48,549.62,985.01,349.36,1140733.811
205.16,363.24,963.41,577.21,970826.6637
925.8,182.86,370.56,624.67,995045.0236
955.49,680.65,473.56,722.55,1137942.764
619.49,206.61,247.13,802.33,445643.427
457.55,513.62,437.67,631.03,401538.0614
836.12,158.79,709.01,105.63,1201897.465
742.75,863.13,921.47,994.76,1401779.283
706.08,473.01,159.8,722.44,524807.4464
173.11,790.14,764.57,225.72,614760.077
544.77,967.92,817.54,979.09,966125.0945
580.69,480.05,194.11,887.78,375767.3482
529.21,675.58,542.84,813.43,575551.9197
450.66,303.14,108.75,122.01,215043.0081
299.12,648.45,475.13,785.16,316006.4513
954.48,117.09,101.11,736.23,921991.5325
525.41,330.76,909.26,588.65,1103398.066
400.77,475.61,744.66,783.54,715918.6485
349.86,852.34,381.17,277.54,267970.1285
393.99,596.12,567.6,775.06,478172.9401
928.49,495.34,937.97,438.36,1742319.761
469.32,265.38,935.09,925.88,1095580.451
994.79,564.08,544.9,950.59,1287473.744
897.31,904.62,465.54,710.84,1022603.568
272.16,936.27,144.61,441.91,95425.0277
329.24,220,220.45,696.53,157693.7101
939.58,983.98,934.67,377.43,1756796.015
720.39,884.07,323.47,439.97,624034.563
880.01,164.78,273.28,937.57,850037.1285
192.75,638.62,240.41,399.07,95348.6006
101.92,432.72,152.25,817.35,34385.0989
860.4,514.71,120.71,339.74,755198.8041
690.49,951.1,471.19,689.34,699485.7962
627.9,590.59,511.52,194.42,656105.5404
873.88,913.97,715.55,823.02,1276501.077
631.85,973.7,938.18,897.15,1280313.285
384.03,938.62,138.57,314.74,166995.4258
886.3,166.41,507.27,835.72,1043686.263
593.16,330.06,453.43,877.27,558314.8205
569.64,562.49,531.77,686.58,607955.6425
150.7,999.11,227.64,189.07,74719.5296
291.73,143.77,734.89,487.35,625657.055
588.91,400.41,970.13,698.31,1288665.515
855.44,931.98,114.81,608.97,745567.8997
644.45,332.55,463.8,179.77,630606.0125
811.61,531.66,233.13,246.61,713306.999
323.27,943.98,634.98,610.22,508313.3133
719.64,742.08,775.83,560.11,1120354.029
575.42,298.87,385.44,458.68,480130.85
922.98,701.75,894.23,839.19,1652378.563
947.22,390.44,821.56,174.23,1572360.792
921.8,734.31,441.04,597.78,1044829.302
519.47,448.92,155,357.59,294231.6709
912.07,918.56,335.48,675.15,945093.6653
135.48,661.4,266.57,491.22,89905.6153
500.83,252.22,180.21,766.53,284072.863
662,729.4,782.92,989.3,1052197.026
246.68,566.52,565.23,334.89,380670.8653
137.22,291.04,398.28,152.22,177608.5068
731.06,739.88,642.25,707.74,947641.5261
669.41,566.44,150.5,376.64,471136.6381
752.45,469.91,853.13,289.19,1294300.989
366.14,499.05,796.26,904.62,768993.1072
160.01,601.66,963.42,464.7,954245.9965
608.37,697.26,888.41,965.37,1160351.755
297.34,274,837.68,637.04,790755.898
878.23,627.09,950.71,442.29,1675579.727
765.63,379.58,466.48,812.82,804605.7073
151.73,511.67,332.02,795.96,134055.2333
107.33,481.49,282.59,326.9,91703.737
682.28,935.15,307.69,197.15,560376.2845
624.77,753.42,102.29,804.79,401605.587
824.39,684,140.49,555.77,699912.0822
628.33,203.07,829.02,780.29,1082853.039
311.72,523.89,587.07,614.27,442434.8133
950.41,855.26,790.6,766.12,1529093.648
719.13,384.27,891.91,127.51,1312778.915
615.82,497.8,685.76,905.18,850406.23
809.91,746.68,455.46,403.5,863801.5197
239.15,962.06,144.52,435.33,78514.0829
168.35,992.99,965.99,415.26,961893.6626
797.22,606.92,611.72,381.98,1010143.067
536.72,373.49,624.73,402.81,678758.7413
723.03,127.64,742.7,954.72,1075330.391
591.42,107.31,885.91,890.29,1135504.435
492.07,558.42,296.43,236.08,330239.7098
189.46,410.76,596.72,939.79,392909.64
675.4,559.31,762.51,734.06,1038320.72
203.54,939.73,997.61,262.28,1036916.524
993.6,440.58,436.07,654.64,1178052.645
120.28,892.42,554.29,195.37,321900.0525
464.51,753.62,579.82,383.24,552344.0125
287.99,985.98,603.78,949.71,448438.2385
740.41,311.77,570.46,353.38,873984.9597
843.76,899.14,229.91,590.84,765380.3857
216.31,456.12,318.45,201.32,148401.7386
721.74,277.35,750.94,285.39,1085104.901
304.01,453.42,698.21,902.77,580822.0542
140.47,695.23,460.06,377.99,231765.0145
473.22,664.35,662.42,491.13,663228.5548
135.66,690.17,156.71,545.98,43507.6397
965.57,927.78,622.48,501.29,1320308.065
718.99,250.15,977.59,649.55,1473278.378
262.25,239.12,636.69,877.98,475027.1986
328.57,650.75,524.06,184.46,382781.5885
398.91,825.67,573.36,935.75,488806.6277
666.69,246.84,179.54,166.63,476876.7977
750.96,572.55,501.83,749.77,816524.0405
105.91,243.5,244.94,279.51,71492.0417
544.84,193.77,778.75,837.17,904139.3581
337.23,223.7,681.01,225.88,577724.573
912.29,232.66,305.59,331.15,925989.4422
180.88,566.05,767.09,707.49,621852.1325
602.05,283.52,127.34,736.29,379415.9681
963.04,669.43,326.57,475.42,1034569.427
161.94,917.59,741.69,326.43,576655.0497
531.64,672.51,236.07,949.55,339319.6845
179.26,897.86,144.94,853.23,53994.9812
445.46,245.13,795.18,591.83,831337.674
295.57,728.07,857.95,246.99,823686.8174
603.82,917.73,178.14,833.13,397165.582
592.5,980.08,180.94,396.79,384192.3236
569.08,240.14,544.52,659.3,621013.3768
377.81,151.62,674.73,814.41,598815.379
623.28,898.47,888.85,846.05,1179378.331
470.77,481.66,686.64,774.14,693873.0225
370.6,437.98,251.17,161.78,200592.5089
400.18,248.1,655.67,841.32,590888.5013
462.2,607.65,263.32,800.85,283767.1124
286.69,728.76,545.67,266.93,380213.835
781.35,902.07,426.78,716.12,793365.1109
659.03,530.43,427.45,744.76,617778.8034
349.49,428.24,794.18,677.47,753542.6025
645.74,773.39,876.97,979.6,1187036.129
536.9,741.77,967.13,515.91,1224117.957
346.46,196.76,769.38,254.06,712234.176
672.05,182.52,892.7,864.74,1249429.233
305.03,736.22,565.3,382.17,412989.5609
989.2,458.14,107.17,598.18,990600.2289
399.16,972.66,793.35,272.53,789005.4581
154.83,761.95,444.56,233.17,221839.0925
949.97,172.79,351.37,699.67,1026603.548
458.79,351.29,337.46,826.13,325193.6457
586.68,257.77,804.99,611.56,992813.8825
218.92,551.62,438.52,550.98,240776.7368
260.84,382.8,844.92,203.37,782130.682
401.17,534.1,625.4,586.5,552649.0289
346.02,691.29,754.36,780.42,689569.27
932.67,201.54,474.37,567.43,1095467.656
587.19,719.72,959.04,230.11,1264779.928
672.9,218.86,115.94,433.82,466670.3136
247.53,387.92,211.69,447.66,106531.417
649.9,865.28,982.26,168.59,1387373.308
514.77,912.85,307.46,543.67,360063.4745
807.05,636.09,773.22,870.26,1250069.131
699.18,450.86,167.39,319.51,517191.5945
433.24,388.36,754.52,534.9,757532.228
518.47,290.04,390.79,966.38,422494.345
978.13,929.52,413.42,571.76,1128226.153
913.69,821.85,490.01,407.1,1075346.316
780.56,647.68,175.08,139.75,640066.67
367.11,354.65,394.15,349.61,290473.5846
545.32,537.78,915.47,333.93,1135793.153
446.64,278.98,124.28,251.84,215184.648
900.36,998.65,154.51,928.8,835450.2697
103.71,718.26,216.01,838.26,58254.3442
377.87,391.9,356.14,866.74,270488.1765
361.2,226.5,689.33,732.3,606373.5889
722.95,826.72,526.04,328.54,799703.3241
874.27,582.31,382.23,714.7,911162.5058
590.41,792.71,867.81,438.79,1102116.954
768.03,215.19,329.27,918.26,699207.0738
217.77,471.51,368.3,178.1,183246.7629
292.04,172.89,832.35,286.17,778380.0541
727.98,470.3,608.98,946.63,901758.1508
606.58,794.71,150.99,403.32,391140.5965
355.08,920.22,383.43,890.32,273990.6913
370.47,598.47,171.37,683.78,167299.4778
277.73,492.22,890.26,603.17,870299.9905
440.73,913.98,678.66,539.04,655361.3685
619.42,806.1,730.24,779.47,917711.064
511.63,698.16,686.74,505.23,733882.3145
972.94,158.43,606.2,613.65,1314704.334
956,921.65,434.43,911.35,1103576.775
928.14,424.68,666.88,760.69,1306933.484
148.21,796.85,112.83,977.12,35673.933
482.51,633.24,661.14,421.59,670343.5897
655.78,166.25,535.45,919.25,717673.3609
615.92,814.28,476.8,459.6,607155.2864
344.48,679.04,128.45,132.46,135298.3329
583.38,116.75,831.72,610.69,1032701.073
309.02,344.44,240.04,774.47,153887.032
321.64,572.93,391.89,371.31,257401.3717
514.62,380.94,135.96,472.79,283791.656
833.08,227.08,517.29,422.69,962033.9205
943.47,894.14,867.96,731.45,1644221.653
561.41,458.42,443.38,145.43,511912.4425
158.12,762.77,176.41,417.01,56539.4325
850.95,286.35,151.48,683.37,747745.4629
844.37,581.11,685.21,111.14,1182584.581
634.9,211.27,575.86,477.13,735189.8796
622.58,704.51,990.01,569.73,1368295.387
289.03,146.46,600.14,522.52,444228.8805
367.38,138.24,408.96,366.36,302582.706
237.16,584.29,650.87,461.45,480338.0725
655.79,545.73,376.13,399.55,571933.851
875.65,318.12,829.26,468.64,1454903.71
198.02,615.83,956.72,561.69,955086.7688
687.43,106.12,859.87,269.69,1212206.112
793.05,752.15,266.85,691.3,700828.525
349.01,310.81,592.12,435.57,472849.6445
638.79,687.32,629.09,718.05,804524.9422
977.05,306.77,757.12,374.73,1528232.127
490.91,551.12,874.53,430.51,1006225.859
690.26,698.53,546.61,630.08,775871.4397
470.36,490.32,448.25,591.17,422757.7621
634.99,966.03,968.18,765.87,1341350.683
845.18,944.67,615.58,190.18,1093458.149
241.81,179.88,393.61,313.29,213714.1982
401.35,558.33,593.65,146.65,513648.795
238.37,655.15,735.02,418.89,597493.5473
973.99,936.04,373.64,197.19,1088460.56
215.99,759.64,766.29,900.55,634752.5942
249.13,104.05,184.48,718.02,96816.6473
807.16,846,842.61,684.41,1362183.288
890.21,536.66,160.53,987.1,819230.825
892.29,200.81,691.96,459.99,1275450.076
200.46,377.16,431.19,554.6,226663.6277
881.01,850.19,128.36,138.66,792793.5697
815.07,551.49,579.23,814.44,1000660.938
702.55,519.76,843.22,943.41,1205539.881
385.44,981.08,772.2,201.26,745058.0936
339.23,969.02,873.22,493.75,878083.9113
617.43,699.02,591.3,755.94,731611.4349
174.51,107.77,877.16,718.95,800582.3557
830.05,481.71,630.29,616.72,1086865.207
845.53,495.33,776.15,395.68,1317725.483
172.18,338.64,556.39,544.82,339760.6045
254.57,892.07,171.4,411.83,94595.6749
581.88,753.3,995.59,613.01,1330396.793
749.38,866.24,616.5,426.68,942069.3144
494.78,897.89,986.9,616.15,1219395.008
336.25,381.93,112.2,468.66,126121.5625
465.93,819.28,499.48,423.39,466994.4253
913.4,308.22,101.38,816.21,845393.6744
264.84,136.24,230.45,557.74,123805.1681
407.95,688.83,838.57,218.4,869841.2474
191.81,884.63,799.32,232.79,675936.3285
713.61,980.86,623.76,837.25,899153.0197
601.19,485.36,585.42,853.11,704999.1025
430.11,187.35,862.13,845.47,929108.219
702.24,358.36,426.1,571.66,675273.8876
909.19,707.16,231.27,864.51,880976.779
614.7,568.3,769.66,866.33,971098.9356
552.02,727.16,850.14,478.67,1027942.77
570.77,204.2,829.64,201.83,1014282.753
149.82,673.72,380.09,277.12,167191.5605
770.87,695.09,195.6,543.09,633043.0069
698.26,700.77,358.98,441.06,616874.728
899.81,133.12,146.93,375.01,831621.471
288.49,839.55,792.25,765.45,711651.9926
789.18,385.62,670.83,230.36,1073048.321
346.23,798.51,575.02,438.74,450961.9533
814.04,697.07,643.73,918.08,1077967.515
959.06,812.8,724.37,509.17,1445017.151
325.2,614.33,900.07,995.06,916876.1049
283.45,398.87,696.83,682.75,566598.7014
908.18,889.18,473.54,825.74,1049856.784
857.7,949.96,261.01,614.17,804389.6801
637.05,872.15,155.02,906.91,430770.8129
237.89,809.66,677.13,817.84,515914.529
678.53,310.86,321.91,424.92,564453.929
468.38,994.41,833.38,284.75,914186.7988
992.63,122.54,962.4,769.35,1912297.427
276.11,748.44,751.85,412.08,641927.2346
413.17,395.38,988.37,483.48,1148068.186
988.89,888.14,805.71,943.46,1628015.496
672.27,145.56,434.52,341.74,641096.3233
308.84,656.58,458.34,780.55,306238.2512
200.05,574.54,896.91,615.01,845082.5606
738.08,712.27,320.22,823.13,648126.0648
686.31,440.63,180.93,246.74,504003.821
902.67,535,550.8,301.64,1118495.409
646.78,283.82,334.72,283.26,530645.1068
578.34,580.84,139.92,161.2,354215.962
162.04,843.2,870.47,348.46,784323.4425
737.56,469.89,864.62,121.97,1291684.468
607.67,640.91,855.1,734.12,1101192.959
727.49,589.35,640.89,310.9,940292.5922
457.15,118.67,237.31,525.57,265827.7286
207.51,973.14,161.23,935.56,69991.073
895.91,733.12,962.33,537.41,1729271.167
399.02,806.27,988.9,387.57,1137527.74
805.8,270.31,668.35,261.62,1096266.983
758.49,888.59,266,827.09,646890.1701
881.06,957.17,336.63,639.5,890225.9805
759.68,450.11,598.7,638.85,936194.2424
909.32,606.41,701.33,543.16,1319269.791
912.22,811.27,979.6,639.06,1792400.548
809.86,555.91,749.24,317.6,1217551.397
592.29,752.57,912.14,368.87,1183175.694
452.99,633.59,892.64,792.42,1002798.53
798.46,460.74,121.9,139.98,652537.9616
802.55,348.79,140.38,643.15,664436.1969
582.13,180.92,426.31,846.53,521462.083
408.6,511.49,386.99,716.25,317431.4701
722.81,983.94,830.28,551.37,1212370.545
678.37,938.33,446.1,747.42,659938.4869
204.45,376.01,858.01,236.48,778217.4426
431.93,864.87,360.63,982.51,317600.0318
373.74,275.74,587.15,734.92,485161.6301
561.5,278.88,145.1,506.1,336842.36
217.02,778.16,242.01,552.14,106218.6605
365.73,146.21,461.79,855.94,347864.377
681.96,922.66,120.57,830.28,480436.8465
856.57,460.35,334.97,794.79,846711.8558
231.52,881.39,459.07,766.76,265113.5353
990.46,616.7,149.08,837.28,1004073.138
557.37,846.08,150.39,278.68,333557.149
297.52,766.45,962.33,619.21,1015216.389
605.33,189.07,289.14,527.69,450554.0385
384.64,523.55,574.32,214.52,478005.912
932.77,573.2,612.88,274.99,1245956.757
890.22,778.42,130.46,810.61,810322.07
766.44,876.46,457.59,479.59,797298.4717
277.49,197.89,862.33,868.73,821482.459
740.21,393.79,304.35,351.55,640891.3166
752.77,747.36,635.97,353.28,971473.7938
717.92,527.27,635.07,895.77,919618.8013
896.19,484.73,406.37,748.16,969041.253
722.92,934.95,625.1,154.79,913518.1264
325.58,554.59,426.51,296.98,288210.0965
536.31,793.05,326.99,335.61,394886.4862
172.69,759.16,875.6,384.1,796881.2961
518.92,345.45,934.52,688.09,1143293.687
554.56,338.55,422.81,644.52,486949.6097
857.89,837.1,397.19,866.61,894601.7582
372.65,623.63,625.18,424.61,530142.6649
638.35,254.4,343.68,207.76,525814.4249
321.58,543.95,338.48,625.16,218607.5668
462.52,980.77,676.37,702.61,672103.7373
332.33,545.33,869.1,688.26,866466.2989
677.24,592.17,969.12,985.46,1398833.052
592,606.19,344.84,531.94,469910.5656
446.11,840.74,427.96,996.31,383160.2037
749.45,105.57,147.06,988.43,584290.3761
889.46,854.06,539.1,762.3,1082530.202
746.43,110.12,245.53,889.97,618332.6958
160.64,163.57,420.2,566.42,202939.6696
415.14,582.43,114.61,618.54,186095.2117
883.22,685.05,744.95,259.34,1335287.411
458.45,180.32,707.19,990.89,711284.9886
719.37,871.71,978.3,561.98,1475126.067
107.87,246.57,517.14,636.11,279705.8265
230.94,438.45,155.21,555.28,77978.7077
702.54,692.11,544.71,340.04,790611.4757
434.7,304.88,527.47,956.29,468144.9809
273.31,467.14,137.96,222.48,93953.7977
713.77,696.99,718.13,186.73,1025365.04
676.65,393.42,365.06,914.89,592038.9161
259.97,487.17,652.87,776.81,494600.4478
596.68,512.17,354.35,317.18,481908.1249
372.25,988.31,463.2,262.2,353386.5025
950.98,410.36,611.1,215.59,1278021.76
694.62,484.12,220.98,322.54,531651.6448
513.27,350.69,455.88,188.01,471460.6773
283.6,154.2,712.94,556.43,589268.8336
844.95,451.6,568.23,634.98,1037460.815
134.86,584.93,193.22,198.02,55719.208
974.97,873.28,389.27,674.4,1102772.034
736.01,203.09,374.5,879.95,682840.9201
351.2,883.04,951.01,920.5,1028681.96
697.04,231.54,582.34,184.04,825168.6772
591.11,778.44,719.46,420.77,867454.4937
592.99,857.77,248.01,807.54,413953.6402
668.06,184.69,643.9,559.59,861470.9636
188.24,137.81,693.77,628.82,517379.9305
406.68,422.55,114.13,916.56,179330.8393
571.52,735.7,861.83,742.04,1070128.099
108.52,354.91,130.46,168.11,28964.512
382.98,398.8,793.3,116.54,776115.1104
736.15,850.79,982.8,147.58,1507960.243
752.08,340.64,821.09,884.04,1240697.155
852.69,416.82,690.12,584.27,1203930.121
